name	seq
mono mor meghero shongi	ssssrrrrsrpmpmmGGmmppppppppmNNddNppp's's's's's'sssssrsrrgrgmppgmrrmrmrmrmrmmppppppssssrrrrsrpmpmmGGmmppppppppmNNddNppp's's's's's'sssssrsrrgrgmppgmrrmrmrmrmrmmppppppmpppNpnnnn's'r'spppnnnn's's's's's's'r's's's'r's'sNNNddNdpppdmppppmpppNpnnnn's'r'spppnnnn's's's's's's'r's's's'r's'sNNNddNdpppdmpppp'G'G'G'G'G'G'G'G'G'm'm'm'r'r's's'r'r's's'r'r's's'r's'r's'r's's's'sNNNNdppmmpppppmpmpm's's's'sssssrrrrsrpmpmmGGmmppppppppmNNddNppp's's's's's'sssssrsrrgrgmppgmrrmrmrmrmrmmppppppmmpmppdmppdmpppppNNNddNdpdmpmpdpmpmGmmpppNpNpnnnpnn's'sn's'r'r'r'm'G'r's'rnn's's's's's'smpppNpNpnnnpnn's'sn's'r'r'r'm'G'r's'rnn's's's's's's's'r's's'sdNdNdNdNNpdmmpmpmm's's's'sssssrrrrsrpmpmmGGmmppppppppmNNddNppp's's's's's'sssssrsrrgrgmppgmrrmrmrmrmrmmppppp
mor bhabonarey	srmrmmmpmppdmpdd's's'snnddNNppddmmggrrggssssrrggmmmssrrmmrrmmmmmppmmpppddmmppdd's's'snnddNNppddmmggrrggssssrrggmmmmmrmmgrrpppmpdNdppmpdNdppmgrrmgrgsssrmrmmmpmppdmpd's'sndNpdmgrgssrgmmmm'snddmpd's'snd'r's's'r'g'r'g'm'g'r'g's'rn'sdNpppp'snddmpd's'snd'r's's'r'g'r'g'm'g'r'g's'rn'sdNpppprrppmpdNdpmgrrrrrrppmpdNdpmgrrrrsrmpd'sdpmgrgsssrmrmmmpmppdmpd's'sndNpdmgrgssrgmmmmmgrrrrmgrrgmpppppdrgmdpdmgrgssssmgrrrrmgrrgmpppppdrgmdpdmgrgssss'snddmpd's'snd'r's's'r'g'r'g'm'g'r'g's'rn'sdNpppprrppmpdNdpmgrrrrrrppmpdNdpmgrrrr'r'r'r'sNdpdmgrgsssrmrmmmpmppdmpd's'sndNpdmgrgssrgmmm
mor bina othey kon shurey baji	RRs.NDDpmDDDppmmmmDDpppppp's'sNDppmGmmGGRRs.NDDpmDDpmmDppppsrGGsrGGsrGrGGGGGGrGmpDDNNNN's's's'ss.NDDpmDDpmmDppppppDDDNN's's's's's'R'R'R's'sNN's's's's's'r'r'G'G'G's's'r'r'G'G'G's's'R'R'G'G'G'R'R'R's's's's'sDDDDDDNNNN's's's's's's'R'R'R's'sNN's's's's's'r'r'G'G'G's's'r'r'G'G'G's's'R'R'G'G'G'R'R'R's's's's's's's's's'G'R'R's'sNNNDDmmDDDNNN'G'G'G'G'G'G'G'R'R's'sNNDDppmmGGmmmGGGRRRss.N.NDDDppmmDDDppmmmmDDpppppppsspppppppppppppppMMppMMDDDDDpppmmGGmmmGGRRGGRRsssssssGGG.D.D.N.NsssssR.N.NssrrGGGssrrGGGssRRGGRRsRmmGRsssssssppppppppMpMDDDDppmGmmGRGRssssssGG.D.NsssR.NsrGGsrGGsRGRsRmmGRssssss'G'G'R'sDDN's'RN's's's's's's'R'R'sNDDN's'RN's's's'r'G'm'G'G'R'sDDN's'RN's's's's's's'R'R'sNDDN's'RN's's's's's's'G'G'G'r'G'G'G'r'G'r'G'r'm'm'm'm'm'm'G'G'G'G'R'R'R'R's's's's'sss.N.NDDDppmmDDDppmmmmDDpppppp
morey daaki loye jao	DDpmpggmmmmpppDDDDDDDDpppmmggRggmmgmmgmpDDpmpgmmppp'sn's's'R's's'sD's'sDpmpggmmmmpppDDDDDDnnnn's's's's'R'R'R's'snnnn's's's'sDDDDDD's's's's's's's'R'R'R's's's's'sDDpp'G'G'G'G'G'G'G'G'G'G'G'G'G'G'R'R'R's's's's's'spppppppmpDDD'sn's's'R's's'sD's'sDpmpgmmppsssDDDpmpGGGGGGGGGrGmpmmpGGRsssssDDDpmpGGGGGGGGGrGmpmmpGGRssDDDnn's's'R'R'snn's'sDDDnn's's'R'R's's'sDpp'G'G'G'G'r'G'G'G'G'R'R'R's's's's'spppppppDDDDD'sn's's'R's's'sD's'sDpmpgmmp
morubijoyer ketono urao	p's's'snddppMMdpppMgMgggggMnddddnndd's's's's's'sndpppMppddNdppMpMMpmmmmmmmmmmmmmmmmgmmgpMppsssrrrsgggggp's's'snddppMMdpppMgMgggggMnddddnndd's's's's's'sndpppMppddNdppMpMMpmmmmmmmmmmmmmmmmgmmgppMppssssrrrrsggggggpp's's'snnddpppMMdppppMggMggggggMnndddddnnddd's's's's's's'snppppp's's's'g'r'r's's's'snn'r's'snddpppppdnnnnn's's's's's's's's's's's's'snnnnnn'r's's's'snddndpppppp's's'snddpppppMpddpmmmmmmmmmmmmmmggpMppppp'g'g'g'g'g'g'g'r'r'r's's's'snnn'r's's's'sndd's's'snddppmmmmmmmmmmmmmmmmmmgmmgppMppssssrrrrsrgggggpp's's'snnddpppMMdppppMggMggggggMnndddddnnddd's's's's's's'snpppppsssssrrrrrrggrggggmmmppdpmmggmrrggmppmmgrrggggmmpppppppmppddnnnddnddddnddppdmmppppdppmmgggg's's'g'g'g'r'r'r'rnnn'r's'snndpppppddnnn's's's's's's'snnnddn'snndnddppmmmmmmmmmmmmmmmmmmmmmmmmmmggpMpppppdddNddppMMMdppmmmmgggpppppp'g'g'g'g'g'g'g'r'r'r's's's's'snnn'r's's's'sndd's's'snddppmmmmmmmmmmmmmmmmmmgmmgppMppssssrrrrsrgggggpp's's'snnddpppMMdppppMggMggggggMnndddddnnddd's's's's's's'snpp
naa chahiley jaarey pawa jaey	mpppdndpdn'sndndppmmppppDpmpDmpggmmpppdpmppdnndppd's'sndpppdndnpdpmpppdpmpmggmmpppdndpdn'sndndpppd's's'sn's'r'g's's'spnn's's'snnpdn'snnndpppnnnnpdmmpddpdmmpmgmmpdn'snnppnnn's's's'snn's's's's'sn's'r's's'r's'rnnnn's's's's'snnnppgmmmppppdndppddn'sndnddppssssrrrrrrrgrrppggggggmmmmmmmppppmgggmmggrgmgggppd's's's'sn's'r'g's's'snn's'snn'snddndppdpmmppdppgmmmpppppssssrrrgrrrgrrrppmmggmmmppppdndppddn'sndnddp
nai nai bhoy	G'G'G'G'R'R's's'R'R's's's'sNDppNDDpmgmppppppppssRRggmmppDD's'sDD'G'G'G'G'G'R'R'R's's's's's's's's's's's'R'R'R'R'R's's'R'R'R's's's'R'R'RNNNNNNDDDDppppppNNDDDDppmmgmmppppppppp'm'm'm'm'G'G'G'G'R'R's'sDDDN'G'G'G'G'G'R'R'R's's's's's's's's's's'sDDDDDDDnnn's's's'R'R'R'R'R'R'R'sn's's's'R'R'R'R'R'R'R's's'G'G'R'R's'sDDDDnn's's'R'R'R'R'sn's's's'R'R'R'R'R'R'R's's'G'G'R'R's's'm'm'm'm'm'm'p'm'r'G'G'r'G'G'r'G'G'm'm'G'G'R'R'R's'sDN'G'G'G'G'R'R's's's's's'ssrmmmmmmmmgpmmmmsmmmmmmmgpmmmmmmgmmDDnn's'sNN'G'R'sNNDDpp'sNDpNDDppppppppsrmmmmmmmmgpmmmmsmmmmmmmgpmmmmmmgmmDDnn's'sNN'G'R'sNNDDpp'sNDpNDDppppppppDDDDnn's's'R'R'R'snn's's's'R'R'R'R'R'R'R's's'G'G'R'R's'sDDDDnn's's'R'R'R'snn's's's'R'R'R'R'R'R'R's's'G'G'R'R's's'm'm'm'm'm'm'p'm'r'r'r'r'G'G'r'G'm'G'G'G's's'G'R's'sDN'G'G'G'G'R'R's's's's's
nibiro ghono aandharey	mppddmppppdddNddpmppmGGGGmrrrrsss's'sNpGGmrmmppdmppppddNdpmpmGGGmrrrsss's'sNpGGmrmmppdmppppmpNpnnn's's's's's's'sN'sNNdmpNpnnn's's's's's's'sN'sNNddNdppdmpsssrrrrGGGmrrrsss's'sNpGGmrmmppdmppppmppppdNdpmppdpmpmGGGmrrrssrmmmpdmpmppppdNdpmppdpmpmGGGmrrrssrmmmpdmpmppNpnn's's's's's'sNddNdpmppNpnn's's's's's'sNddNdpmppdmppppsssrrrrGGGmrrrsss's'sNpGGmrmmppdmpppppp
nupuro bejey jaey rini rini	p's's'sndpmmmmmmmggggppppssrgmpdnp's'sndnnppmmmmmmmmmmmgg'g'g'g'r's's'sndpmmmmggpppppMdpndn's's's'g'r'sn's's's'sssrgmpdndnn'sndpppmpMdpndn's's's'g'r'r's'sn's's's's'ssssrrggmmppddnnddnnnn'snnddpppp's'snnddppppMMdppmmmmmmmmggmmmmmssmmmmmmggmmmmmmmmmmmmmggggppppssssrrrrggrrggggggmmppddppppmmmssmmmmmggggppddnndd's's's's's'snnddpppmmmmmmggpppppsssrrrrrggrggggmmddppppmmmmmssmmmmmmmmmmmmggrrppppMMpppddnndd's's's's's'snddnndppppsssrrrrrggrggggmmddppppmmmmmssmmmmmmmmmmmmggrppMppdnd's's'sndndpppMdpndn's's's'g'r'sn's's's'sssrgmpdndnn'sndpppMpMdpndn's's's'g'r'sn's's's'sssrgmpdndnn'sndpppp'sndppMdpppmmmgmmmmsmmmmmmmmmmggppppssrrgrgggmpdppmmmmmgppdnp's's'sndpmmmmgppppppp
o aamar desher maati	sss.ns.nsrGGrrrrGmpprmGGrsssssss.ns.nsrGGrrrrGmpprmGGrssssmmmpppppppppmmmpppdd'sNdpdpmgmmmmGGGrs.nsrGGrrrrGmpprmGGrssssssppppdmmpdn's's'r'r'sn's's's's's'sn's's'r'r'r's's'r'sNdppdmmpdn's's'r'r'sn's's's's's'sn's's'r'r'r's's'r'sNdppmmmpppppppppdd'sNdpdpmgmmmmGGGrs.nsrGGrrrrGmpprmGGrssssrrs.ns.nsrGGrrrrGmpprmGGrrGmGrssrs.ns.nsrGGrrrrGmpprmGGrsrGrsssssmgmpppd'sNNdpdpmmmgmmmmmmpppdpmmpdn's's'r'r'sn's's's's's'sn's's'r'r'r's's'r'r'sNdpdpmmpdn's's'r'r'sn's's's's's'sn's's'r'r'r's's'r'r'sNdppmmgmpppppppppdd'sNdpdpmgmmmmGGGrs.nsrGGggrrGmpprmGGrsssssss.ns.nsrGGrrrrGmppmGGrrGmGrssrs.ns.nsrGGrrrrGmppmGGrrGmGrsssmmmgmpppdd'sNdpdpmmmgmmmmmmppppdmmpdn's's'r'r'sn's's's's's'sn's's'r'r'r's's'r'sNdppdmmpdn's's'r'r'sn's's's's's'sn's's'r'r'r's's'r'sNdpppmgmpppppppppdd'sNdpdpmgmmmmGGGrs.nsrGGrrrrGmpprmGGrs
o jey maaney naa manaa	srrgmdpmggggsrrgmdpmgggpMpMppMdpssssrrggmppmgsrrgmdpmggggggggggg's's's'snnnnnnnnnndd's's'snndddddddnndppMpmggggpMpMppMdpssssrrggmppmgsrrgmdpmgggggggggggmpddddp's's'sndpMpmggpMpMppdddggpppmggggggggg's's'snnnnnd's'snddddddnnndppppMppmmgggggppMMppMMpppMMddppssssssrrggggmppppmggssrrrrggmmddppmmgggggg
o jonaaki	sssssdddddNNddddNNddpprrgmppmpmgrsssddddNddNdpprrgmppssmmmmmmmmmgrrppMppppppppddn's'sn'r'sn'sdppprNNdppsddddNddNdpprrgmpppppppppppddn's's'r'r'g'r'sn's's's's's'snn's'sddnddnn's's's'r'r's's's's'sn's's'snn's's'snn'sddpppddnnn's's's'snn'r's's'snnddpppddddNNddppprrrrggmmpppmmppmmggrrssssddddddddNNddddNNddppprrrrggmmpppppppssssssmmmmmmmmgppppppppppppppppppppdddnn's's'r'r'r's'snn's'snddpppppppppppdddnn's's'r'r'r's's'snnddpppddddNNddppprrrrggmmpppppppssssssmmmmmmmmgppppppppppppppppppppdddnn's's'r'r'r's'snn's'snddpppppppppppdddnn's's'r'r'r's's'snnddpppddddNNddppprrrrggmmppppppppppppppppddddnn's's'r'r'r'r'r'r'g'r'r's'sn's's's's's'snn's'sddnnn's's's's'r'r's's'snn's's'snn's'snn's's'spppppppppddddnn's's'r'r'r'r'r'r'g'r'r's'sn's's's's's'snn's'sddnnn's's's's'r'r's's'snn's's'snn's'snn'sddpppppddnnn's's'r'r'r's'snn's'snddpppddddNNddppprrrrggmmpppmmppmmggrrssssddddddddNNddddNNddppprrrrggmmpp
odhora maadhuri	pnnn'sndppMdppnnpp'sndppnnn'sndppMdppnnpp'sndppMppppppppMppmmmmgrgmgpnnnn'sndppMdppnnpp'sndppppMdpnnn's's's's's's's's's's's's'sn'r's's's's's'sppp'snnn's's'sn's's's'g'r'r'r'r's's's's'snppp's'snnpMdpppnnnnnn's'snddppMddpppnnppp'snddppmmpmmmggggggmmgmpppppMpppndppMpmmmmgggppmmgggggmgggggmmmppMdpnnnn's's's's's's's's'sn'r's'spp's's's's'sn'r'snnd'snnn's's's'sn's's'g'g'r'r'r'r's's'sn's's's'sndd'snddpppMdpnnnn's's's's's's's's'sn'r's'spp's's's's'sn'r'snnd'snnn's's's'sn's's'g'g'r'r'r'r's's'sn's's's'sndd'snddppp's'snnppppnnddpppMppnnnnnn'sndppMdppnnpp'sndp
ogo nodi aapon begey	s.nsss's's'rNNNdpdpmmpdpmpGGGrssrrrGGrGGGrssssrrGGrmGrsssssrrrGGGrrGmmGrrssssssssssss.n.nsssss's's's's'r'rNNNdpdpmmpdpmpGGGGGGnnnnnnnnnnnpnn'sn'r'sn's's's's's's's'r's'sNdNNNNNdppdmpdpmpmGGGGGGnnnnnnnnnnnpnn'sn'r'sn's's's's's's's'r's'sNdNNNNNddpppddmmpddppmppmmGGGGGG's's's'r'r'r'r'r's'r'r'G'G'G'G'G'G'G'G'G'G'G'G'm'm'r'r's's'r'r's'snn's's's's's's'r'r's's'sNNddNNNNNddppppddmmpddppmppGGGGrrss.n.nsssss's's's's'r'rNNNNddppddpmmmppddpmmppGGGGGGGrrsssrrrGGGGGrrGGGGrrsssrrGGrrGmmGGrrssss's's's's's's's's's's's's's'r'rNNNNddppddpmmmppddpmmppGGGGrrsssrrrGGGGGrrGGGGrrsssrGrGmGrsss's's's's's's's's'rNNNdpdpmmpdpmpGGGrssnnnnnnnnnnnpnn's'r'sn's's's's's's's'r's'sNdNNNNdppdmpdpmpGGGGGGnnnnnnnnnnnpnn's'r'sn's's's's's's's'r's'sNdNNNNdppdmpdpmpGGGGGG's's'r'r'r's'r'G'G'G'G'G'G'G'G'G'm'r's'r'sn's's's's'r's'sNdNNNNdppdmpdpmpGGGrs.nsss's's'rNNNdpdpmmpdpmpGGGGG
ogo purobashi	mdpdpmgrgmpppppppmpdddddddnnpp's'snn's'sddnndppprrrrrggmmpppppmmggrrggmmpppppppmmppnnnnn's'r'g'r'sn's's'sdd'sNNddpdN's'rd'sNdppppmdddddddmmddNN's's'r'rdd'sNNdpppppppddpp's'sNNddppMddpppmmggrrggmmpppppssssssrrrgggmmmppddpgggmmmmggmmdddddddmmddNN's's'r'rdd'sNNdpppppddnnnnnnnppppnn's's'r'rnnn's's's'sdddd'sNNdddppddpmmggmmmmmmmppnnnnnnnn's's'r'r'g'g'r's'sn'r'r's's's'sNNddddddddddmmddNN's's'r'rdd'sNNdppppmmmmdddddddmmddNN's's'r'rNNddpppppppddpp's'sNNddppMddpppmmggrrggmmpppp
osrunodir shudur paarey	ssRgMgpMpppppMppMnppMggggggggMgMpMggRsss.nsRRRRs.nssssssssRggMggpMMppppppMMpppMMnpppMMggggggggggMMgMpMggRsss.nsRRRRs.nssssssssRgMgpMpppppppppppgppppppppppMddddddddddddpdnnnnnn's's'g'r'rn's's's's's's's's'g'r'rn's's's's's'snn'r's'snnnddppppppppppMMppDDDDMMMMsssRRggMggpMMppppppMMgggggggrrssssssgggggggggrrsssssssgggppppMMpppppMMgggggggMMggMppMMgggggggppppMMppggpppppppppppppMMppdddddddddddddppddnnnnnnn's's's'g'g'r'r'rnn's's's's's's's's's's'g'g'r'r'rnn's's's's's's'snnn'r'r's'snnnndnnnddppppMppppMpDDDDDMssRgMgpMpppppMppMnppMggggggggMgMpMggRsss.nsRRRRs.nsssss
otho otho re	ddppgrrsssssrrggrrss.n.n.d.d.p.prrsssrgppd's'spd'sdpgrrssrrdddpppggrrsssssrrggrrss.n.n.d.d.p.prrrsssppddd's's's's's's'r'r'g'r'sndpd'r'sndndpd'r'sn'sdpgpgrsrddppgrsssrgrs.n.d.prrsssrgppd's'spd'sdpgrssrrssrrrrrrggggggggggrrggdppggggrggrssppdd'r'r's'snnnnddppdd'r'r's'snn'sddppggppggggrrssppdddd's's's's's's's's's's's's'r'r'r'r'g'g'r'r's'snnddppdd'r'r's'snnddnddppdd'r'r's'snn'sddppmmppggrrssrrdddpppggrrsssssrrggrrss.n.n.d.d.p.prrrsssssrrggppppdd's's's'sppdd'sddppggrrssrrdddpppggrsssrgrs.n.d.prrs
pagla hawar baadol diney	dnndpdpmmpdpdpmggmmppppdndppdnnn'sndpdndnndpdpmmpdpdpmggmmppppdndppdnnn'sndppd's's's's's's'sn'r's's'r'snnn's's's'snd'sndpppdd'r'r'r'r's's'sn'r's's'r'snnn's's's'snd'sndpppdnndpddndpdpmmdpmgdnndpdpmmpdpdpmggmmppppdndppdnnn'sndpp'sn's'm'G'r'G'r's'r's'r'G'r'snnnn's's'r'snn'snd'sndpp'sn's'm'G'r'G'r's'r's'r'G'r'snnnn's's'r'snn'snd'sndpdnn's's's'rn'sdnpmmpppdndppdn'sdndpdnn's's's'rn'sdnpddnndpdpmmpdpdpmggmmppppdndppdnnn'sndppdd's's's's'sp's's's's's'r'snn'r'r'r'r's's'r'snn'sndndppdd's's's's'sp's's's's's'r'snn'r'r'r'r's's'r'snn'sndndppppnndndpdmpdmpmgggmmmppppppnndndpdmpdmpmgggmmmpppp'sn'sn's'm'm'G'G'r'r'r'G's'G'r'r'r'r'G's's'r'r'r'G'r's'G'r'snnn'sn'sn's'm'm'G'G'r'r'r'G's'G'r'r'r'r'G's's'r'r'r'G'r's'G'r'snnnnn's's's's's's'rn'snnnn's's's's's'snd's'sndndpdnn's's's'rn'sdnpddnndpdpmmpdpdpmggmmppppdndppdnnn'sndp
phagun haway haway	.n.n.nsssrrrrrppmmmmggrrssssrggrgsss.n.n.nssrrrpmmmmggrrssssrrggggrrggssssmmmmmmmppppppppmmppdNdpdmpppNNdppmgrsssrrrpmmmgrssrggrgsssmmmmppppNdpppppp's's's's's'rN's'sNdpdmppppppNNddpppmmmmmmmpppppppNNddpppppppp's's's's's's's's'r'rNN's'sNNddppddmmpppppppNNddppppppppmmmmNNddNNNNNNddppmmmmmppppNNNddppmmmggrrsssssrrggrrggrrsss.n.n.n.n.nsssrrrrrppmmmmggrrssssrrggggrrggsssssss.n.n.n.n.n.n.n.n.nsssssssssr.nssrrgrrrrrmsmmmmmmmmmpmmggmgrgsssssr.n.n.n.n.nssssssr.nssrrgrrrrrmsmmmmmmmmmpmmggmgrgsssmmmmppppNpdpppppp's's's's's'rN's'sNdpdmppppNdpppppmmNdNNNNNdpmmpppNNdppmgrsssrgrgrsss.n.n.nssrrrpmmmgrssrggrgss
phul boley dhonno aami	srgrssssgpppMpppMMppMnnnnddddMMddpMMggmmmmmggggrrssrrggrrsssssssRRRRRRRsssppppMppMdpMgmgrsrgrssssppggpMdpp's'sn's's's's's's's'snndddnnddnndddnddppppMdpMgggggpppppppMdpppp's'r'g'g'g'g'r'r's'snnddppppsrgrssssssRRRRs.nssppRRsssssssppppMpppppppppppppMMpppMMDDMMMggmmgggsssRRRRRRss.n.nssspppRRRsssssssssppppppppMMpppppppppppppppMMpppMMDDMMMggmmgggpppggggppMMddppdd's's's's's's'snn's's'spp's's's's's's'snnnnddddnnnnddddnndddddnndddMMddpppMMddpppppppssrrggggggggmmrrgrrsssssssrrssrrggggggggmmrrgrrsssssssggpppppppMMpppssrrggrrssss
phuley phuley	mmmpmpd'sdpmpdpmmrssrmmmmmmmmmppmmppdd's'sddppmmppddppmmmmrrssssrrmmmmmmssssrgmmmgmpppmpdpmmgmdpmgmrss's's's'r'sNdNN'sNdp's's's's'r's'sNNddNNN's'sNNddpp's'sddmm's'sddmm's'sNNddppppmmmmmppmmppdd's'sddppmmppddppmmmmrrssssrrmmmmmmmmmmmppmmppdd's'sddppmmppddppmmmmrrssssrrmmmmm
pothey choley jetey jetey	sgggggmrpMpppppnndnn's'snndnn's's'g'g'r'r'snnnnppdddd's's'sNNddppmmgrrgmmmmmmmmpppppppdNddmpppppdmggggmrpMppppp'g'g'r'r'r's's's's'sn'r's's's's's's's's'sn'r'snd'snnnp's'spdd's's'spdN'r'sNdpdd's's'sNdpmgrgmmmmmmpppppdNddmpppppdmggggmrpMpppppsggggggggmrgmgggmpppppppdmpdnnnnnnn's'snddn's'snddppppppnnnnnnnnnnddnn's's'r'r's's's's's's's'g'g'r'r'g'g'p'm'm'g'g'r'r's'snn's's'g'g'r'r's's'sppp's'snn's'sddnnpppdddd's's's'sNNdppdppppppppdddd's's'sNNddppmmgrrgmmmmmmmmppppppppddNNddddmmppppppppdmmggggggggmmrrppMMppppp
poush toder daak diyechhey	.dssssrgpppmmppgggssrrggmmggggrrrggrsssssss.dsssssrgppppmmppgggssrrggmmggggrrrggrsssssssppppppppppMMpppddnnppnddndpdpmgsssrggrssssss.dssssrgpppmpggsrgmgggrrgrsssssspd's's's's'sn'r's's's'r'snn'sndnppddnnnnnnnnpd's's's's'sn'r's's's'r'snn'sndnppddnnnnnnnnppddd's'snnnddppppddpppppppnnddddnndppddppmmggsssssrrgggrrsssssss.d.dsssssssrrggppppppmmppgggssrrggmmggggrrrggrsssssssppppppppppMMpppMMpppnnnnnnnddnnddppppppppddd's'snnnpppddnn's'snnddpppppppppppppppppMppdnpnnnndndppppppd's's's's'sn'r's's's'r'sn's'sndnppddnnnnnnnnpd's's's's'sn'r's's's'r'sn's'sndnppddnnnnnnnnpdd'snnddndpppnnddnpdpmgrsssrggrssssss.dssssrgpppmpggsrgmgggrrgrsssss
praano bhoriye	nnnnnnppnn's'snn's's's'sNddNN'r'sNdpdmmpddpmgmppssssrrggmmmssss.n.nssrrggmmppdddppdNNddNN'r'r's'sNNddppdmmmmppddnnnnnnpn'sn's'sNdNN'r'sNdpdmmpdd'g'g'g'r'g'm'm'm'm'g'r'g'm'g'r'snn's'r'sNddNpdpNddnnnnnnpn'sn's'sNdmmmggmmppdddddddNNddNNNN'r's'sNNddppdmmmmppdddnnnnnnnnnnnppnn's'snn's's's'sNddNNNN'r's'sNNddppdmmmmppdddssss.n.nssrrrrrrr.nssrrggggggg.n.nssrrggggggmrrggmmmmmmmggmmpppppppdppmppdddddddddNddddppmmmmggrggmmmssss.n.nssrrrrrrr.nssrrggggggg.n.nssrrggggggmrrggmmmmmmgmppppdpmpdddddNddppmmgrgmm'g'g'g'r'g'm'm'm'm'g'r'g'm'g'r'snn's'r'sNpdNdpdpNddnnnnnnpn'sn's'sNdmmgmpddddNNdNN'r'sNdpdmmpddnnnnnnpn'sn's'sNdNN'r'sNdpdmmpddd
pran chaey chokkhu na chaey	ddppssrgsrgmppgmdpmgrrppmmggddddddppsssrrggssrrggmmpppggmmddppmmggrrrppppmmmgggddddddddpppsssrrggssrrggmmpppppnnnnnnnnnnnnnnnddnnppp'r'r'r's'snndddnnddppMMppssrrrgggddddddddpppsssrrggssrrggmmppgmdpmgrrppmmggddddddppssrgsrgmpppp.p.d.nsrrrrgggggg.p.p.p.p.d.nssrgmmggggggpppMpppMgggmddppssrgrrppmmgggggg'g'g'm'g'r'r'g'rn'r's'snnnnnn'snddndpMppppppsrgsrrgsrrrrppmgggmgrrppmmggddddddppssrgsrgmppgmdpmgrrppmmggddddddppssrgsrgmppp
premero joarey	smmmmmmmmmmmgpppppppppmmmmddddddddnnn's's'rn's's's'ssmmmmmmmmmmmmgppppppppppppmmmmmddddddddddnnnn's's's'rnn's'sddnnnnnnn's's'r'rn's's's's'snn's's'r'r'r's's'snn's'sNNddddNNpppmmpmmppmGGGmmmNNdnnn's'rnn's'sNNddssmmmmmmmmmmmmmgpppppppppmmmmddddddddnnn's's'rn's's's'sdddddddddddnnn's's'r'r'sn's's's's's's's's'snn's's'r'r'r'r'G'r'r'r's's'r'rn's's's's's's'm'm'm'm'm'm'G'G'G'G'G'p'p'p'm'G'G'G'r's's's's'snnn's's's'rnn's'sNNddddNNppppm's's's's'sssmmmmmmmmmmmmmmgppppppppppppmmmmmddddddddddnnnn's's's'rnn's's's
prothomo aadi tobo shokti	dmd's's'snddmgmmmmmmggRRssssggmmddmdn's's's'Rnndmd's's'snnddddmmggmmmmmmmmmmggggRRRsssssssggggmmmddmdn's's's'Rnndmd's's'snddmgmmmdn's'R'R's'sn's's's's's's's's'sndnmdn's'R'R's'sn's's's's's's's's'sndn's's'g'g'R'R'sn's'snn's's'Rnndmd's's'snddmgmmssmmmmmmmgggmmddddggmmmmgggRRssssggggmmddddmmddddnn's's's'snnnn's's's's'R'RnndddsssmmmmmmmmmmgggmmddddggmmmmgggRRssssggggmmddddmmddddnn's's's'snnnn's's's's'R'Rnndddmmmdddnnn's's's's's's'snnnn's's's's's's's's'R'Rnn's's'smmmdddnnn's's's's's's'snnnn's's's's's's's's'R'Rnn's's's's's's'g'g'g'g'R'R'R's'snn's's's'snnnn's's's's'R'Rnnnddmmdd's's's'snnddddmmggmmm
purano shei diner kotha	ss.nsggrssrggsssgppdd's's's'sdppgssrssrgg.p.p.p.d.d.nsrssssssss.nsggrssrggsssgppdd's's's'sdppgssrssrgg.p.p.p.d.d.nsrsssspppgggssrrsrggpggsgpddd's's'sdppgssrssrgg.p.p.p.d.d.nsrssssssss.nsggrrsrggsssgrmgggggg's'sndppgrsrgg.p.p.p.d.nsrrsssspppggpddpddpdd's's's'sn's'r's's'spppdd'sn's'sdppgppgrrgrgrssssssss.nsggrssrggsssgppdd's's's'sdppgssrssrgg.p.p.p.d.d.nsrsssss
raakho raakho rey	ppMddpmmmgmmgddppdppppggmmpppppMdddppmmmmggmmgddppdpppggmmrrrrss.nrrssssss.d.d.p.psssss.nrssr.nsssgmgssrrssrgmpgpppMddpmmmgmgdpdpppgmppndn's's's's'sn'r's's'sndn's'r'r'r's'sn'r's's'sdpMpdn'sd's'spndn's's's's'sn'r's's'sndn's'r'r'r's'sn'r's's'sdpppndpMgmgMp'm'm'r'sn'r'sppdn's'r'sndppgpppMddpmmmgmgdpdpppgmpppMddpmmm
raatri eshey jethaey meshey	sRmmmmmmmmmmmmmmmmmmmmggppmmggppmmggRRssssRRRRRRRRRsssRRppppgggRRggRRRRsssgsRmmmmmmmmmmpppmppD's's's's's'R'R'R'R'R'G'G'R'R'sn'sDpppmppD's's's's's'R'R'R'R'R'G'G'R'R'sn'sDpD'R's's's'sn's'R'snDDnDppppDppDNDpmgsRmmmmmmmmmmsssRRRRRRRsssRmmmmmgpmpgggggpgRgpgRsss.ns.D.Ds.nsRRRssssssssRRRRRRRRRRRsssssRRmmmmmmmmmggppmmpgggggggppggRRggppggRRsssss.n.ns.D.D.Dss.nssRRRRsssspppppmmpppDD's's's's's's's's'R'R'R'R'R'R'R'R'R'G'G'G'G'R'R'R'R's'sn's'sDDppDD'R'R'R'R's's'snn's's'R's'snnDDnnDDppDDppppDDpppDDNDDppmmggssRmmmmmmmmmmmmmmmm
rodono bhora e boshonto	srrrggggrgmgggggmrrrrrrrgrmmmgmrgsrrrggggrgmggggggggppppppggppddnndppddndppppddpmgrgsrrrggggrgmggggggpgggpppddd's's's's's's's's's's's's'sndn'sndppppggppppppggppddnndppddndppppddpmgrgsrrrggggrgmggggggssrrrrgmrppmggggggppppdndppddndpmgrssrrrrgmrppmggggpd's's's's's'r'snn's'snnnpdpd'r'r'r's's's'r'snn's'snnnndppdn'sdnndppdddpmgrgssrrrrgmrppmggggpppgpppdd's's's'sn's'sp's's's's's's'sndn'snn'sdndppggppppppggppddnndppddnddpppddpmgrgsrrrggggrgmg
